pid,fig,png,mode,ink,kind,cut_id,axis,depth,gap,gap_px,half_a,half_b,box,selected_x,run_len,longest,tie,reason,candidates,n_free,n_clipped,selected_run,search_to,need_overlap,orphan,w,h,outcome,n_candidates,nearest,relation,n_opposite,n_nested,opposite,nested,lineage,panel,cut_axis,side,accepted,c_data_no_axis,c_rows,c_caption,c_baseline,c_coords,c_regular,why_data_no_axis,why_rows,why_caption,why_baseline,why_coords,why_regular,reach,grown,score,n_rows,rule,measured,threshold,detail,axis_status,axis_from,spine_x,baseline_y,status,n_labels,n_bars,fragment,source
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"910,974,70,237",942,28,28,0.95,leftmost column whose run is >= 0.95 of the longest (28 px),942:28px;910:16px;968:13px;933:13px;923:13px;922:13px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"624,670,99,237",642,14,14,0.95,leftmost column whose run is >= 0.95 of the longest (14 px),654:14px;653:14px;643:14px;642:14px;656:13px;668:12px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"779,974,235,550",781,71,72,0.95,leftmost column whose run is >= 0.95 of the longest (72 px),913:72px;912:72px;782:71px;781:71px;946:55px;945:55px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"567,677,1147,1275",569,117,117,0.95,leftmost column whose run is >= 0.95 of the longest (117 px),570:117px;569:117px;674:14px;673:14px;669:13px;675:12px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"779,908,870,988",891,60,60,0.95,leftmost column whose run is >= 0.95 of the longest (60 px),891:60px;859:40px;858:40px;890:36px;794:35px;793:35px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"779,908,1181,1323",853,80,80,0.95,leftmost column whose run is >= 0.95 of the longest (80 px),853:80px;785:71px;784:71px;819:68px;818:68px;888:62px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"710,777,494,607",748,100,100,0.95,leftmost column whose run is >= 0.95 of the longest (100 px),749:100px;748:100px;716:85px;715:85px;719:13px;740:12px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"723,777,918,990",728,53,53,0.95,leftmost column whose run is >= 0.95 of the longest (53 px),728:53px;761:45px;760:45px;733:14px;748:13px;734:13px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"711,777,1245,1323",715,67,70,0.95,leftmost column whose run is >= 0.95 of the longest (70 px),750:70px;749:70px;716:67px;715:67px;720:8px;719:7px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"431,531,1147,1262",433,103,103,0.95,leftmost column whose run is >= 0.95 of the longest (103 px),433:103px;502:102px;501:102px;468:80px;467:80px;434:7px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"431,531,1147,1262",433,103,103,0.95,leftmost column whose run is >= 0.95 of the longest (103 px),433:103px;502:102px;501:102px;468:80px;467:80px;434:7px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"710,777,494,607",748,100,100,0.95,leftmost column whose run is >= 0.95 of the longest (100 px),749:100px;748:100px;716:85px;715:85px;719:13px;740:12px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"723,777,918,990",728,53,53,0.95,leftmost column whose run is >= 0.95 of the longest (53 px),728:53px;761:45px;760:45px;733:14px;748:13px;734:13px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"711,777,1245,1323",715,67,70,0.95,leftmost column whose run is >= 0.95 of the longest (70 px),750:70px;749:70px;716:67px;715:67px;720:8px;719:7px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"910,974,833,942",923,109,109,0.95,leftmost column whose run is >= 0.95 of the longest (109 px),923:109px;924:108px;956:95px;957:7px;955:7px;922:7px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"910,974,1155,1263",921,106,106,0.95,leftmost column whose run is >= 0.95 of the longest (106 px),922:106px;921:106px;957:94px;956:94px;920:8px;919:8px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"779,974,833,988",923,109,109,0.95,leftmost column whose run is >= 0.95 of the longest (109 px),923:109px;924:108px;956:95px;891:60px;859:40px;858:40px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"779,974,1155,1323",921,106,106,0.95,leftmost column whose run is >= 0.95 of the longest (106 px),922:106px;921:106px;957:94px;956:94px;853:80px;785:71px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
