pid,fig,png,mode,ink,kind,box,selected_x,run_len,longest,tie,reason,candidates,n_free,n_clipped,selected_run,search_to,need_overlap,orphan,w,h,outcome,n_candidates,nearest,panel,side,gap,reach,accepted,c_data_no_axis,c_rows,c_caption,c_baseline,c_coords,c_regular,why_data_no_axis,why_rows,why_caption,why_baseline,why_coords,why_regular,grown,candidate_x,boundary,run,chosen,baseline_y,n_labels,ladder_ok,resid_px,spacing_cv,detail,score,n_rows,axis_status,axis_from,spine_x,status,n_bars,fragment,source,rule,measured,threshold
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"106,501,27,297",395,270,NO_PANEL_IN_REACH,0,left 108px share 0.99 reach 34 [gap] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"142,487,317,341",345,24,NO_PANEL_IN_REACH,0,left 122px share 0.00 reach 34 [gap] [share] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"99,384,370,664",285,294,NO_PANEL_IN_REACH,0,left 44px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"92,273,695,975",181,280,NO_PANEL_IN_REACH,0,left 155px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"311,383,834,975",72,141,NO_PANEL_IN_REACH,0,left 45px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"435,469,961,975",34,14,NO_PANEL_IN_REACH,0,left 140px share 0.00 reach 34 [gap] [share] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"609,967,31,301",645,238,238,0.95,leftmost column whose run is >= 0.95 of the longest (238 px),645:238px;798:74px;797:74px;913:65px;912:65px;684:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"609,967,31,301",645,238,238,0.95,leftmost column whose run is >= 0.95 of the longest (238 px),645:238px;798:74px;797:74px;913:65px;912:65px;684:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"609,967,31,301",645,238,238,0.95,leftmost column whose run is >= 0.95 of the longest (238 px),645:238px;798:74px;797:74px;913:65px;912:65px;684:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"572,590,116,273",18,157,OFFERED,,,"609,967,31,301",left,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,GATE,,,,,,,,,,,,,"572,590,116,273",,,,,,"609,967,31,301",left,19,,True,O,O,-,X,O,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,GATE_WHY,,,,,,,,,,,,,"572,590,116,273",,,,,,"609,967,31,301",,,,,,,,,,,"축 없음, 잉크 0.337","행 겹침 1.00, 패널 행 31-327, 조각 116-273",이 클립에서 캡션을 읽지 못했다,"건너는 간격 59 px, 패널 내부의 가장 큰 간격 1 px","밑변에 선 열 0.00, 축 범위 안 잉크 1.00 (교집합 1.00)",막대·눈금이 0→0개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,POST,,,,,,,,,,,,,"572,590,116,273",,,ADOPTED,,,"609,967,31,301",,,,,,,,,,,,,,,,,"572,967,31,301",,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"609,831,320,341",222,21,NO_PANEL_IN_REACH,0,overlap 0px share 0.00 reach 34 [share] | right 109px share 0.00 reach 34 [gap] [share],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"924,944,326,341",20,15,NO_PANEL_IN_REACH,0,overlap 0px share 0.00 reach 34 [share] | right 424px share 0.00 reach 34 [gap] [share],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"565,850,373,669",285,296,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 65px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"553,852,695,981",299,286,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 61 | right 53px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"895,969,403,880",74,477,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 395px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"924,944,966,981",20,15,NO_PANEL_IN_REACH,0,overlap 0px share 0.00 reach 34 [share] | right 424px share 0.00 reach 34 [gap] [share],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_CANDIDATES,"191,490,27,145",,,,,no run long enough,,0,0,,370,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"191,490,27,145",482,66,66,0.95,leftmost column whose run is >= 0.95 of the longest (66 px),483:66px;482:66px;204:18px;198:18px;431:17px;430:17px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"191,490,27,145",482,66,66,0.95,leftmost column whose run is >= 0.95 of the longest (66 px),483:66px;482:66px;204:18px;198:18px;431:17px;430:17px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_CANDIDATES,"191,501,145,225",216,,,,no free run; leftmost of 7 clipped,216:171-226:clipped;217:171-226:clipped;236:176-225:clipped;237:174-226:clipped;269:174-226:clipped;270:175-225:clipped;352:172-226:clipped,0,7,171-226,377,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"191,501,145,225",466,80,80,0.95,leftmost column whose run is >= 0.95 of the longest (80 px),499:80px;467:80px;466:80px;500:79px;217:54px;216:54px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_CANDIDATES,"197,500,225,341",331,,,,no free run; leftmost of 2 clipped,331:224-277:clipped;332:224-277:clipped,0,2,224-277,378,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"197,500,225,341",446,68,68,0.95,leftmost column whose run is >= 0.95 of the longest (68 px),447:68px;446:68px;332:52px;331:52px;463:19px;462:19px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_CANDIDATES,"191,500,375,511",328,,,,no free run; leftmost of 2 clipped,328:448-512:clipped;329:448-512:clipped,0,2,448-512,376,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"191,500,375,511",328,63,63,0.95,leftmost column whose run is >= 0.95 of the longest (63 px),329:63px;328:63px;196:21px;195:20px;194:18px;193:15px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_CANDIDATES,"192,500,511,720",249,,,,leftmost of 2 free runs,249:559-627:free;250:559-627:free;212:510-575:clipped;213:510-575:clipped;349:510-576:clipped;350:510-576:clipped,2,4,559-627,376,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_CANDIDATES,"194,500,834,975",247,,,,leftmost of 5 free runs,247:852-916:free;248:852-916:free;249:852-916:free;364:865-921:free;365:865-921:free;327:834-879:clipped;328:834-879:clipped,5,2,852-916,377,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"194,500,834,975",444,117,117,0.95,leftmost column whose run is >= 0.95 of the longest (117 px),445:117px;444:117px;249:64px;248:64px;247:64px;482:63px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"106,501,27,297",395,270,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"142,487,317,341",345,24,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"99,384,370,664",285,294,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"92,273,695,975",181,280,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"311,383,834,975",72,141,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"435,469,961,975",34,14,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"572,590,116,273",18,157,NO_PANEL_IN_REACH,0,right 71px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"609,831,320,341",222,21,NO_PANEL_IN_REACH,0,right 109px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"924,944,326,341",20,15,NO_PANEL_IN_REACH,0,right 424px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"565,850,373,669",285,296,OFFERED,,,"192,500,511,720",right,65,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,GATE,,,,,,,,,,,,,"565,850,373,669",,,,,,"192,500,511,720",right,65,,False,O,X,-,O,X,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,GATE_WHY,,,,,,,,,,,,,"565,850,373,669",,,,,,"192,500,511,720",,,,,,,,,,,"축 없음, 잉크 0.056","행 겹침 0.76, 패널 행 511-720, 조각 373-669",이 클립에서 캡션을 읽지 못했다,"건너는 간격 72 px, 패널 내부의 가장 큰 간격 98 px","밑변에 선 열 0.05, 축 범위 안 잉크 0.12 (교집합 0.12)",막대·눈금이 0→0개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"553,852,695,981",299,286,NO_PANEL_IN_REACH,0,right 53px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"895,969,403,880",74,477,NO_PANEL_IN_REACH,0,right 395px share 1.00 reach 98 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,ORPHAN,,,,,,,,,,,,,"924,944,966,981",20,15,NO_PANEL_IN_REACH,0,right 424px share 0.60 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"609,967,31,301",645,238,238,0.95,leftmost column whose run is >= 0.95 of the longest (238 px),645:238px;798:74px;797:74px;913:65px;912:65px;684:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"428,500,834,951",444,117,117,0.95,leftmost column whose run is >= 0.95 of the longest (117 px),445:117px;444:117px;482:63px;481:63px;461:27px;460:27px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"428,500,510,664",445,120,120,0.95,leftmost column whose run is >= 0.95 of the longest (120 px),446:120px;445:120px;499:63px;482:63px;481:63px;466:63px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"612,967,403,619",678,106,111,0.95,leftmost column whose run is >= 0.95 of the longest (111 px),912:111px;911:111px;796:108px;795:108px;678:106px;679:105px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"609,967,738,938",679,102,103,0.95,leftmost column whose run is >= 0.95 of the longest (103 px),797:103px;796:103px;680:102px;679:102px;914:99px;913:99px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"572,967,31,301",645,238,238,0.95,leftmost column whose run is >= 0.95 of the longest (238 px),645:238px;798:74px;797:74px;913:65px;912:65px;684:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"191,490,27,145",482,66,66,0.95,leftmost column whose run is >= 0.95 of the longest (66 px),483:66px;482:66px;204:18px;198:18px;431:17px;430:17px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"191,501,145,225",466,80,80,0.95,leftmost column whose run is >= 0.95 of the longest (80 px),499:80px;467:80px;466:80px;500:79px;217:54px;216:54px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"197,500,225,341",446,68,68,0.95,leftmost column whose run is >= 0.95 of the longest (68 px),447:68px;446:68px;332:52px;331:52px;463:19px;462:19px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"191,500,375,511",328,63,63,0.95,leftmost column whose run is >= 0.95 of the longest (63 px),329:63px;328:63px;196:21px;195:20px;194:18px;193:15px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"194,500,834,975",444,117,117,0.95,leftmost column whose run is >= 0.95 of the longest (117 px),445:117px;444:117px;249:64px;248:64px;247:64px;482:63px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"572,967,31,329",645,264,264,0.95,leftmost column whose run is >= 0.95 of the longest (264 px),645:264px;798:74px;797:74px;913:65px;912:65px;684:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_CANDIDATES,"572,967,31,329",645,,,,leftmost of 1 free runs,645:63-327:free,1,0,63-327,809,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_SHADOW_LADDER,"572,967,31,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,free,63-327,True,227,9,True,0.29,0.0064,"9 labels, -0.151 value/px, ladder residual 0.3 px",,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"609,967,31,329",645,264,264,0.95,leftmost column whose run is >= 0.95 of the longest (264 px),645:264px;798:74px;797:74px;913:65px;912:65px;684:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_CANDIDATES,"609,967,31,329",645,,,,leftmost of 1 free runs,645:63-327:free,1,0,63-327,823,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_SHADOW_LADDER,"609,967,31,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,free,63-327,True,227,9,True,0.29,0.0064,"9 labels, -0.151 value/px, ladder residual 0.3 px",,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,140,AXIS_FALLBACK,"572,967,31,301",645,238,238,0.95,leftmost column whose run is >= 0.95 of the longest (238 px),645:238px;798:74px;797:74px;913:65px;912:65px;684:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
